"State_Year","State","SourceYear","Hydrogencarbonate","Alkalinity_Total","SDP","Gini_Coefficient","win_margin","literacy_rate","gii_rate","ENPP","gini_state"
"Rajasthan_2010","Rajasthan",2010,426.01438729988,360.672072560773,185366,0.256060606060606,9,60.41,0.551,1.476668636,0.481
"Rajasthan_2011","Rajasthan",2011,409.274618801588,344.056677777911,395331,0.256060606060606,9,66.11,0.551,1.476668636,0.481
"Rajasthan_2012","Rajasthan",2012,412.951371576163,361.649613227387,409802,0.256060606060606,9,66.11,0.589,1.476668636,0.481
"Rajasthan_2013","Rajasthan",2013,394.694251778085,347.648281960993,434292,0.256060606060606,71,66.11,0.589,1.476668636,0.481
"Rajasthan_2014","Rajasthan",2014,361.705742534868,324.703446215197,465408,0.256060606060606,71,66.11,0.589,2.579365596,0.481
"Rajasthan_2015","Rajasthan",2015,449.446701090141,380.829705035048,501922,0.256060606060606,71,66.11,0.589,2.579365596,0.34
"Rajasthan_2016","Rajasthan",2016,412.722409537218,0,529650,0.256060606060606,71,66.11,0.589,2.579365596,0.34
"Rajasthan_2017","Rajasthan",2017,464.01609360636,388.899235199721,557618,0.256060606060606,71,66.11,0.589,2.579365596,0.34
"Rajasthan_2018","Rajasthan",2018,389.982740835559,330.725462462744,568102,0.256060606060606,13.06,66.11,0.589,2.579365596,0.34
"Tamil Nadu_2000","Tamil Nadu",2000,369.203077134536,302.621100562672,126349,0.286129032258065,57.26,73.45,0.449,2.814639663,0.404
"Tamil Nadu_2001","Tamil Nadu",2001,353.396057283312,289.667663362418,123901,0.286129032258065,43.16,73.45,0.449,2.814639663,0.404
"Tamil Nadu_2002","Tamil Nadu",2002,372.443369828284,305.281643281747,124521,0.286129032258065,43.16,73.45,0.449,3.756586169,0.404
"Tamil Nadu_2003","Tamil Nadu",2003,NA,NA,132281,0.286129032258065,43.16,73.45,0.449,3.756586169,0.404
"Tamil Nadu_2004","Tamil Nadu",2004,297.698584988637,244.018405112765,193645,0.286129032258065,43.16,73.45,0.449,3.756586169,0.404
"Tamil Nadu_2005","Tamil Nadu",2005,366.941393518476,300.779450743147,221588,0.286129032258065,43.16,73.45,0.449,3.756586169,0.404
"Tamil Nadu_2006","Tamil Nadu",2006,350.011596839693,286.898799404929,256286,0.286129032258065,14.95,73.45,0.449,3.756586169,0.404
"Tamil Nadu_2007","Tamil Nadu",2007,395.138338083771,323.884091519649,272340,0.286129032258065,14.95,73.45,0.449,2.272598987,0.404
"Tamil Nadu_2008","Tamil Nadu",2008,104,85.2,286744,0.286129032258065,14.95,73.45,0.449,2.272598987,0.404
"Tamil Nadu_2009","Tamil Nadu",2009,303.462980154327,248.735088008229,316760,0.286129032258065,14.95,73.45,0.449,2.272598987,0.404
"Tamil Nadu_2010","Tamil Nadu",2010,333.394901148865,273.274690861852,359961,0.286129032258065,14.95,73.45,0.449,2.272598987,0.404
"Tamil Nadu_2011","Tamil Nadu",2011,323.96691468254,265.548350694444,674478,0.286129032258065,51.7,80.09,0.449,2.272598987,0.404
"Tamil Nadu_2012","Tamil Nadu",2012,NA,NA,709343,0.286129032258065,51.7,80.09,0.358,2.074782206,0.404
"Tamil Nadu_2013","Tamil Nadu",2013,0,NA,750416,0.286129032258065,51.7,80.09,0.358,2.074782206,0.404
"Tamil Nadu_2014","Tamil Nadu",2014,321.031058699086,264.835257560778,791915,0.286129032258065,51.7,80.09,0.358,2.074782206,0.404
"Tamil Nadu_2015","Tamil Nadu",2015,323.391364468864,270.526332448107,862437,0.286129032258065,51.7,80.09,0.358,2.074782206,0.237
"Tamil Nadu_2016","Tamil Nadu",2016,329.071173631516,0,922084,0.286129032258065,19.39,80.09,0.358,2.074782206,0.237
"Tamil Nadu_2017","Tamil Nadu",2017,354.195443538291,0,1000308,0.286129032258065,19.39,80.09,0.358,2.440759561,0.237
"Tamil Nadu_2018","Tamil Nadu",2018,355.609414373176,0,1071602,0.286129032258065,19.39,80.09,0.358,2.440759561,0.237
"Telangana_2000","Telangana",2000,227.973280423281,190.891534391534,NA,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2001","Telangana",2001,NA,NA,NA,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2002","Telangana",2002,268.866666666667,220.293333333333,NA,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2003","Telangana",2003,309.020833333333,253.205654761905,NA,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2004","Telangana",2004,341.846464646465,295.681717171717,79916,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2005","Telangana",2005,400.30772005772,328.333513708514,92751,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2006","Telangana",2006,279.025228475228,234.366368847202,102977,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2007","Telangana",2007,376.122380952381,310.893404761905,113456,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2008","Telangana",2008,325.743095238095,269.977345238095,128918,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2009","Telangana",2009,306.714299242424,251.55240530303,129267,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2010","Telangana",2010,375.627208593875,308.874338624339,152123,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2011","Telangana",2011,461.92962962963,378.513002244669,325139,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2012","Telangana",2012,NA,NA,334205,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2013","Telangana",2013,290.600119617225,243.477672780436,349593,0.267,NA,NA,NA,2.997037037,NA
"Telangana_2014","Telangana",2014,323.463626460685,269.145810358487,372897,0.267,35.29,NA,NA,2.997037037,NA
"Telangana_2015","Telangana",2015,400.90754181601,330.904280871309,416892,0.267,35.29,NA,NA,1.735204019,0.27
"Telangana_2016","Telangana",2016,376.292530864198,NA,455731,0.267,35.29,NA,NA,1.735204019,0.27
"Telangana_2017","Telangana",2017,413.722775414773,339.116814624348,498145,0.267,35.29,NA,NA,1.735204019,0.27
"Telangana_2018","Telangana",2018,412.492691932823,338.108460794972,544441,0.267,57.98,NA,NA,1.735204019,0.27
"The Dadra And Nagar Haveli And Daman And Diu_2000","The Dadra And Nagar Haveli And Daman And Diu",2000,234.125,NA,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2001","The Dadra And Nagar Haveli And Daman And Diu",2001,253.714285714286,NA,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2002","The Dadra And Nagar Haveli And Daman And Diu",2002,286.785714285714,266.175,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2003","The Dadra And Nagar Haveli And Daman And Diu",2003,NA,NA,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2004","The Dadra And Nagar Haveli And Daman And Diu",2004,330.625,350,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2005","The Dadra And Nagar Haveli And Daman And Diu",2005,263.380952380952,295.25,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2006","The Dadra And Nagar Haveli And Daman And Diu",2006,406.1,469.7,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2007","The Dadra And Nagar Haveli And Daman And Diu",2007,385.041666666667,400,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2008","The Dadra And Nagar Haveli And Daman And Diu",2008,291.652777777778,269.216666666666,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2009","The Dadra And Nagar Haveli And Daman And Diu",2009,320.559523809524,262.755952380952,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2010","The Dadra And Nagar Haveli And Daman And Diu",2010,558.25,457.6,NA,0.306666666666667,NA,78.18,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2011","The Dadra And Nagar Haveli And Daman And Diu",2011,329.706349206349,270.269841269841,NA,0.306666666666667,NA,87.1,0.825,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2012","The Dadra And Nagar Haveli And Daman And Diu",2012,389.916666666667,330.708333333333,NA,0.306666666666667,NA,87.1,0.73,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2013","The Dadra And Nagar Haveli And Daman And Diu",2013,279.05,228.745,NA,0.306666666666667,NA,87.1,0.73,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2014","The Dadra And Nagar Haveli And Daman And Diu",2014,344.648148148148,282.498333333333,NA,0.306666666666667,NA,87.1,0.73,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2015","The Dadra And Nagar Haveli And Daman And Diu",2015,229.1,211.122333333333,NA,0.306666666666667,NA,87.1,0.73,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2016","The Dadra And Nagar Haveli And Daman And Diu",2016,366.103174603175,312.986761904762,NA,0.306666666666667,NA,87.1,0.73,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2017","The Dadra And Nagar Haveli And Daman And Diu",2017,340.916533333333,330.9221311525,NA,0.306666666666667,NA,87.1,0.73,NA,NA
"The Dadra And Nagar Haveli And Daman And Diu_2018","The Dadra And Nagar Haveli And Daman And Diu",2018,325.11,305.447333333334,NA,0.306666666666667,NA,87.1,0.73,NA,NA
"Tripura_2000","Tripura",2000,48,NA,4778,0.23,41.67,73.19,0.479,2.176541717,0.336
"Tripura_2001","Tripura",2001,NA,NA,5433,0.23,41.67,73.19,0.479,2.176541717,0.336
"Tripura_2002","Tripura",2002,NA,NA,5796,0.23,41.67,73.19,0.479,2.176541717,0.336
"Tripura_2003","Tripura",2003,NA,NA,6136,0.23,41.67,73.19,0.479,2.176541717,0.336
"Tripura_2004","Tripura",2004,NA,NA,8170,0.23,41.67,73.19,0.479,1.620162016,0.336
"Tripura_2005","Tripura",2005,56.1107142857143,64.2166666666666,8708,0.23,41.67,73.19,0.479,1.620162016,0.336
"Tripura_2006","Tripura",2006,81.2589285714286,NA,9458,0.23,41.67,73.19,0.479,1.620162016,0.336
"Tripura_2007","Tripura",2007,85.9107142857143,209.85,10082,0.23,41.67,73.19,0.479,1.620162016,0.336
"Tripura_2008","Tripura",2008,90.4583333333333,167.3,11146,0.23,60,73.19,0.479,1.620162016,0.336
"Tripura_2009","Tripura",2009,104.987996794872,89.0100503663003,12287,0.23,60,73.19,0.479,1.438848921,0.336
"Tripura_2010","Tripura",2010,78.6619047619048,NA,13215,0.23,60,73.19,0.479,1.438848921,0.336
"Tripura_2011","Tripura",2011,151.666666666667,130.966666666667,17419,0.23,60,87.22,0.479,1.438848921,0.336
"Tripura_2012","Tripura",2012,NA,NA,18857,0.23,60,87.22,0.415,1.438848921,0.336
"Tripura_2013","Tripura",2013,90.1666666666667,99.334375,20623,0.23,65,87.22,0.415,1.438848921,0.336
"Tripura_2014","Tripura",2014,66.2857142857143,82.7131071428572,24407,0.23,65,87.22,0.415,2.253074434,0.336
"Tripura_2015","Tripura",2015,69.3333333333333,68.6827777777778,23745,0.23,65,87.22,0.415,2.253074434,0.263
"Tripura_2016","Tripura",2016,64.1493055555555,66.6439636752137,27204,0.23,65,87.22,0.415,2.253074434,0.263
"Tripura_2017","Tripura",2017,75.1727766167421,80.8201991176129,29505,0.23,65,87.22,0.415,2.253074434,0.263
"Tripura_2018","Tripura",2018,70.3656725060992,71.1168546692871,32703,0.23,32.2,87.22,0.415,2.253074434,0.263
"Uttar Pradesh_2000","Uttar Pradesh",2000,355.615414991754,NA,160015,0.262575757575758,15.09,56.27,0.516,4.17321479,0.46
"Uttar Pradesh_2001","Uttar Pradesh",2001,332.883129924093,NA,162926,0.262575757575758,15.09,56.27,0.516,4.17321479,0.46
"Uttar Pradesh_2002","Uttar Pradesh",2002,205.444444444444,168.411111111111,168198,0.262575757575758,11.16,56.27,0.516,4.17321479,0.46
"Uttar Pradesh_2003","Uttar Pradesh",2003,NA,NA,177054,0.262575757575758,11.16,56.27,0.516,2.94640881,0.46
"Uttar Pradesh_2004","Uttar Pradesh",2004,340.145010044422,278.810835809071,231029,0.262575757575758,11.16,56.27,0.516,2.94640881,0.46
"Uttar Pradesh_2005","Uttar Pradesh",2005,315.2478996004,258.399077320827,244514,0.262575757575758,11.16,56.27,0.516,2.94640881,0.46
"Uttar Pradesh_2006","Uttar Pradesh",2006,348,285.3,263935,0.262575757575758,11.16,56.27,0.516,2.94640881,0.46
"Uttar Pradesh_2007","Uttar Pradesh",2007,342,280.3,280851,0.262575757575758,27.04,56.27,0.516,2.94640881,0.46
"Uttar Pradesh_2008","Uttar Pradesh",2008,372,304.9,302192,0.262575757575758,27.04,56.27,0.516,2.720008709,0.46
"Uttar Pradesh_2009","Uttar Pradesh",2009,336,NA,320989,0.262575757575758,27.04,56.27,0.516,2.720008709,0.46
"Uttar Pradesh_2010","Uttar Pradesh",2010,244,200,346621,0.262575757575758,27.04,56.27,0.516,2.720008709,0.46
"Uttar Pradesh_2011","Uttar Pradesh",2011,NA,NA,645132,0.262575757575758,27.04,67.68,0.516,2.720008709,0.46
"Uttar Pradesh_2012","Uttar Pradesh",2012,397,NA,673552,0.262575757575758,35.73,67.68,0.551,2.720008709,0.46
"Uttar Pradesh_2013","Uttar Pradesh",2013,238,195.1,707469,0.262575757575758,35.73,67.68,0.551,1.622937714,0.46
"Uttar Pradesh_2014","Uttar Pradesh",2014,37,40.33,729686,0.262575757575758,35.73,67.68,0.551,1.622937714,0.46
"Uttar Pradesh_2015","Uttar Pradesh",2015,269,220.49,792049,0.262575757575758,35.73,67.68,0.551,1.622937714,0.363
"Uttar Pradesh_2016","Uttar Pradesh",2016,289.169354916225,0,888453,0.262575757575758,35.73,67.68,0.551,1.622937714,0.363
"Uttar Pradesh_2017","Uttar Pradesh",2017,460,NA,922458,0.262575757575758,65.75,67.68,0.551,1.622937714,0.363
"Uttar Pradesh_2018","Uttar Pradesh",2018,308.72547397376,0,949184,0.262575757575758,65.75,67.68,0.551,2.091955948,0.363
"Uttarakhand_2000","Uttarakhand",2000,204.419642857143,147.125,12582,0.293333333333333,NA,71.62,0.577,2.829099307,0.351
"Uttarakhand_2001","Uttarakhand",2001,215.541666666667,NA,13179,0.293333333333333,NA,71.62,0.577,2.829099307,0.351
"Uttarakhand_2002","Uttarakhand",2002,184,150.795,14413,0.293333333333333,24.28,71.62,0.577,2.829099307,0.351
"Uttarakhand_2003","Uttarakhand",2003,122.5,107.083333333333,15553,0.293333333333333,24.28,71.62,0.577,2.835616438,0.351
"Uttarakhand_2004","Uttarakhand",2004,176.291666666667,145.766071428572,22288,0.293333333333333,24.28,71.62,0.577,2.835616438,0.351
"Uttarakhand_2005","Uttarakhand",2005,190.7,164.060666666667,25448,0.293333333333333,24.28,71.62,0.577,2.835616438,0.351
"Uttarakhand_2006","Uttarakhand",2006,188.250694444444,154.699861111111,28514,0.293333333333333,24.28,71.62,0.577,2.835616438,0.351
"Uttarakhand_2007","Uttarakhand",2007,159.694935064935,136.716857142857,33498,0.293333333333333,18.84,71.62,0.577,2.835616438,0.351
"Uttarakhand_2008","Uttarakhand",2008,157.595502645503,132.21,37064,0.293333333333333,18.84,71.62,0.577,2.44510978,0.351
"Uttarakhand_2009","Uttarakhand",2009,144.271026570048,119.761783723523,43407,0.293333333333333,18.84,71.62,0.577,2.44510978,0.351
"Uttarakhand_2010","Uttarakhand",2010,146.344126984127,120.794,47967,0.293333333333333,18.84,71.62,0.577,2.44510978,0.351
"Uttarakhand_2011","Uttarakhand",2011,164.833653846154,141.281730769231,101960,0.293333333333333,18.84,78.82,0.577,2.44510978,0.351
"Uttarakhand_2012","Uttarakhand",2012,144.678846153846,126.367063492063,109528,0.293333333333333,1.42,78.82,0.52,2.44510978,0.351
"Uttarakhand_2013","Uttarakhand",2013,160.463888888889,123.976666666666,117778,0.293333333333333,1.42,78.82,0.52,1.452282158,0.351
"Uttarakhand_2014","Uttarakhand",2014,238.227678571429,195.268422619048,125702,0.293333333333333,1.42,78.82,0.52,1.452282158,0.351
"Uttarakhand_2015","Uttarakhand",2015,229.389523809524,188.025438095238,136144,0.293333333333333,1.42,78.82,0.52,1.452282158,0.254
"Uttarakhand_2016","Uttarakhand",2016,201.671986607143,NA,150303,0.293333333333333,1.42,78.82,0.52,1.452282158,0.254
"Uttarakhand_2017","Uttarakhand",2017,NA,NA,162205,0.293333333333333,65.71,78.82,0.52,1.452282158,0.254
"Uttarakhand_2018","Uttarakhand",2018,221.166666666667,0,166519,0.293333333333333,65.71,78.82,0.52,1.900698216,0.254
"West Bengal_2000","West Bengal",2000,229.067235142329,NA,129691,0.267857142857143,25.51,68.64,0.519,3.351011863,0.455
"West Bengal_2001","West Bengal",2001,207.978752375173,NA,139057,0.267857142857143,28.23,68.64,0.519,3.351011863,0.455
"West Bengal_2002","West Bengal",2002,229.859194928316,NA,143931,0.267857142857143,28.23,68.64,0.519,2.589920297,0.455
"West Bengal_2003","West Bengal",2003,NA,NA,152388,0.267857142857143,28.23,68.64,0.519,2.589920297,0.455
"West Bengal_2004","West Bengal",2004,207.201964268942,NA,190029,0.267857142857143,28.23,68.64,0.519,2.589920297,0.455
"West Bengal_2005","West Bengal",2005,205.502469214701,NA,201994,0.267857142857143,28.23,68.64,0.519,2.589920297,0.455
"West Bengal_2006","West Bengal",2006,186.209528609831,NA,217849,0.267857142857143,49.65,68.64,0.519,2.589920297,0.455
"West Bengal_2007","West Bengal",2007,214.472995872278,NA,234798,0.267857142857143,49.65,68.64,0.519,2.310505213,0.455
"West Bengal_2008","West Bengal",2008,173.9656,NA,244262,0.267857142857143,49.65,68.64,0.519,2.310505213,0.455
"West Bengal_2009","West Bengal",2009,192.421284046996,NA,263230,0.267857142857143,49.65,68.64,0.519,2.310505213,0.455
"West Bengal_2010","West Bengal",2010,194.467550423433,NA,279191,0.267857142857143,49.65,68.64,0.519,2.310505213,0.455
"West Bengal_2011","West Bengal",2011,156.386381412468,NA,473205,0.267857142857143,48.29,76.26,0.519,2.310505213,0.455
"West Bengal_2012","West Bengal",2012,110.543888403263,NA,492901,0.267857142857143,48.29,76.26,0.434,1.832591273,0.455
"West Bengal_2013","West Bengal",2013,265.231991629078,NA,503952,0.267857142857143,48.29,76.26,0.434,1.832591273,0.455
"West Bengal_2014","West Bengal",2014,NA,NA,515702,0.267857142857143,48.29,76.26,0.434,1.832591273,0.455
"West Bengal_2015","West Bengal",2015,290.125,237.8075,546988,0.267857142857143,48.29,76.26,0.434,1.832591273,0.312
"West Bengal_2016","West Bengal",2016,217.646571158227,NA,584911,0.267857142857143,56.8,76.26,0.434,1.832591273,0.312
"West Bengal_2017","West Bengal",2017,159.826397110706,162.21922789686,623787,0.267857142857143,56.8,76.26,0.434,1.662066277,0.312
"West Bengal_2018","West Bengal",2018,231.049711131603,190.63049687227,659288,0.267857142857143,56.8,76.26,0.434,1.662066277,0.312
